,S.No.,Name,CMP Rs.,Prom. Hold. %,Debt Rs.Cr.,NP Qtr Rs.Cr.,6mth return %,1Yr return %,3Yrs return %,All time high Rs.,All time low Rs.,P/E,EPS 12M Rs.,Vol 1d,IV Rs.,PB X PE,CMP / BV,Mar Cap Rs.Cr.,Sector
212,35.0,Veeram Securit.,9.11,55.24,0.0,0.72,2.47,-1.83,-4.01,38.03,2.06,20.15,0.45,148141,5.17,58.84,2.92,68.91,"Diamond, Gems and Jewellery"
214,37.0,Kanani Industrie,2.27,33.79,0.0,0.71,-16.18,-38.38,-50.26,48.82,0.09,42.59,0.05,238244,1.17,30.24,0.71,44.72,"Diamond, Gems and Jewellery"
216,39.0,Kenvi Jewels,3.29,57.95,11.76,0.29,-32.44,-43.28,15.06,15.7,0.33,56.95,0.06,144502,1.79,161.17,2.83,41.57,"Diamond, Gems and Jewellery"
217,40.0,Mishka Exim,25.45,54.87,0.21,0.15,-59.28,-35.55,-4.09,83.47,0.0,118.63,0.21,73828,4.64,240.82,2.03,36.77,"Diamond, Gems and Jewellery"
219,42.0,Zodiac-JRD MKJ,62.61,30.04,0.27,0.21,-34.81,-13.03,25.07,134.99,9.7,-25.76543209876543,-2.43,20398,62.61,-12.367407407407406,0.48,32.44,"Diamond, Gems and Jewellery"
221,44.0,Goenka Diamond,0.9,57.55,181.2,-0.69,-20.18,13.75,-27.62,35.55,0.15,-11.25,-0.08,102636,0.9,-1.3499999999999999,0.12,28.85,"Diamond, Gems and Jewellery"
223,46.0,Orosil Smiths,4.41,55.32,0.05,0.81,11.36,10.53,-11.12,10.85,0.82,37.73,0.12,50697,0.63,389.37,10.32,23.02,"Diamond, Gems and Jewellery"
224,47.0,Lypsa Gems,7.35,36.37,0.0,0.01,2.76,15.9,8.08,110.35,2.39,-0.6639566395663956,-11.07,449570,7.35,-0.45813008130081295,0.69,21.74,"Diamond, Gems and Jewellery"
225,48.0,Sover. Diamonds,36.71,65.01,11.3,0.1,-8.73,20.05,34.02,80.52,2.4,57.45,0.64,2269,12.19,72.39,1.26,21.26,"Diamond, Gems and Jewellery"
226,49.0,Bhakti Gems,12.21,40.79,2.57,0.11,-16.37,-30.03,-10.91,87.95,10.14,31.12,0.39,16064,12.67,23.96,0.77,18.36,"Diamond, Gems and Jewellery"
227,50.0,Gautam Gems,4.48,22.46,5.52,0.13,-15.79,-48.62,-24.11,58.12,3.55,166.42,0.03,17785,2.33,59.91,0.36,18.31,"Diamond, Gems and Jewellery"
228,51.0,S.M. Gold,17.51,44.72,14.47,0.14,-21.87,-2.23,-41.82,359.0,13.45,33.79,0.52,19019,15.88,26.36,0.78,17.57,"Diamond, Gems and Jewellery"
229,52.0,Sagar Diamonds,13.53,73.26,0.0,-1.83,-26.43,-54.06,-33.2,92.0,5.5,-6.73134328358209,-2.01,3000,13.53,-3.6349253731343287,0.54,17.11,"Diamond, Gems and Jewellery"
230,53.0,Deep Diamond,4.74,0.08,0.6,0.04,-31.6,-22.42,41.3,27.05,0.95,37.92,0.12,119461,2.58,26.92,0.71,15.17,"Diamond, Gems and Jewellery"
231,54.0,Shukra Jewellery,11.06,44.31,0.0,-0.01,4.14,194.15,17.03,24.22,0.78,31.93,0.35,100,8.57,13.41,0.42,15.01,"Diamond, Gems and Jewellery"
232,55.0,Darshan Orna,2.53,30.4,4.69,0.11,-36.75,-34.96,-32.18,30.0,1.64,7.49,0.34,70940,10.03,4.87,0.65,12.66,"Diamond, Gems and Jewellery"
233,56.0,R O Jewels,2.43,2.87,7.59,0.03,-25.0,-36.39,18.78,13.37,0.81,-24.3,-0.1,97686,2.43,-22.599,0.93,12.26,"Diamond, Gems and Jewellery"
235,58.0,Shukra Bullions,20.81,57.18,0.0,-0.01,-7.84,-14.47,12.8,38.36,5.71,47.45,0.44,2292,3.84,234.88,4.95,10.44,"Diamond, Gems and Jewellery"
237,60.0,U. H. Zaveri,9.5,26.29,9.62,0.02,-38.67,-60.28,-1.27,80.1,0.0,-67.85714285714285,-0.14,9630,9.5,-33.92857142857142,0.5,9.69,"Diamond, Gems and Jewellery"
238,61.0,Sunraj Diamond,14.49,35.83,16.61,0.11,-8.35,91.67,25.11,24.95,1.5,-11.3203125,-1.28,15,14.49,-77.4309375,6.84,7.72,"Diamond, Gems and Jewellery"
239,62.0,Neogem India,3.5,41.99,17.93,-0.09,17.06,15.51,-10.24,31.25,1.58,-8.13953488372093,-0.43,2,3.5,-4.232558139534884,0.52,2.86,"Diamond, Gems and Jewellery"
241,1.0,JSW Steel,1021.85,44.84,95258.0,719.0,8.81,15.28,16.76,1074.9,16.01,71.45,13.49,1070451,331.02,224.35,3.14,249960.94,Steel
242,2.0,Tata Steel,157.45,33.19,94801.05,1200.88,14.18,-5.03,9.85,184.6,13.1,56.21,2.74,23803204,53.7,121.41,2.16,196553.13,Steel
243,3.0,Jindal Steel,980.0,62.22,18406.08,-303.59,11.88,-2.35,26.6,1097.1,27.67,27.94,27.57,2834730,441.12,59.23,2.12,100051.29,Steel
244,4.0,Tube Investments,3049.8,44.1,703.28,158.19,-11.51,-19.14,21.61,4810.8,211.0,87.08,34.82,564876,950.45,928.27,10.66,59056.41,Steel
245,5.0,Jindal Stain.,663.0,60.88,6401.87,589.96,-4.53,-3.02,62.81,848.0,10.72,21.8,30.41,600702,475.25,71.29,3.27,54594.9,Steel
246,6.0,S A I L,122.45,65.0,41265.03,141.89,9.51,-25.13,12.64,293.0,20.15,17.32,5.44,13635936,93.26,15.24,0.88,50578.29,Steel
247,7.0,APL Apollo Tubes,1785.0,28.31,634.43,293.11,21.41,9.53,25.05,1806.2,2.25,65.42,27.28,781320,542.62,769.99,11.77,49521.4,Steel
248,8.0,Shyam Metalics,933.0,74.59,789.43,220.15,15.37,59.41,41.78,956.9,253.05,28.68,32.53,820211,1042.58,70.84,2.47,26051.35,Steel
249,9.0,Welspun Corp,778.05,50.01,2261.66,672.19,15.27,29.89,59.69,900.0,25.85,13.86,56.36,318954,695.02,46.85,3.38,20507.35,Steel
250,10.0,Ratnamani Metals,2827.5,59.77,265.27,133.17,-19.35,-9.8,18.54,3978.5,10.0,37.52,75.47,22481,1427.74,225.87,6.02,19808.21,Steel
251,11.0,Sarda Energy,453.7,73.16,2874.56,200.08,6.18,72.88,66.12,565.55,5.0,23.56,19.46,447190,283.41,63.38,2.69,16008.66,Steel
252,12.0,Jindal Saw,217.15,63.28,4859.17,86.92,-26.4,-19.59,70.8,383.85,12.11,9.52,27.18,1797943,464.64,11.61,1.22,13884.35,Steel
253,13.0,Godawari Power,201.75,63.51,33.71,145.04,8.77,11.91,38.65,253.6,1.95,16.72,11.97,1273987,177.16,49.83,2.98,13523.0,Steel
254,14.0,Gallantt Ispat L,470.15,68.93,407.49,113.67,52.57,65.24,88.05,494.4,8.0,29.92,15.74,78164,334.04,129.25,4.32,11362.09,Steel
256,16.0,Jai Balaji Inds.,110.85,64.84,558.65,75.48,-41.11,-42.27,120.5,262.8,0.96,18.12,6.12,847972,60.06,86.25,4.76,10105.56,Steel
257,17.0,Usha Martin,310.65,43.89,416.71,100.91,-18.17,-6.65,34.28,451.0,6.7,23.3,13.37,519024,179.6,80.15,3.44,9466.81,Steel
258,18.0,Mah. Seamless,698.0,68.86,0.0,186.06,14.66,-12.69,35.05,1099.05,55.9,12.41,56.26,208691,613.58,19.48,1.57,9352.62,Steel
259,19.0,Kirl. Ferrous,538.1,50.9,1278.27,95.56,-11.26,-10.97,35.25,830.0,9.0,27.92,19.27,75448,418.55,71.48,2.56,8858.06,Steel
260,20.0,Technocraf.Inds.,2814.05,74.75,738.07,41.43,11.48,21.23,43.79,3939.0,17.0,25.78,106.74,11628,1149.11,100.03,3.88,6472.94,Steel
261,21.0,Surya Roshni,292.9,62.47,16.3,130.06,-5.46,1.73,45.07,420.83,4.76,18.32,16.01,850403,183.81,47.27,2.58,6381.3,Steel
263,23.0,Sunflag Iron,258.9,51.16,603.4,50.14,31.1,27.17,34.47,311.45,6.8,28.9,8.98,228760,228.53,19.36,0.67,4674.9,Steel
264,24.0,Jayaswal Neco,45.16,55.14,2735.17,101.64,11.26,-7.19,27.16,83.5,1.85,38.79,1.16,651161,20.56,71.37,1.84,4369.92,Steel
265,25.0,Kalyani Steels,819.1,64.7,437.6,79.28,6.4,-0.96,38.59,1278.9,15.24,14.14,57.96,204930,673.92,26.44,1.87,3575.84,Steel
266,26.0,Prakash Industri,181.15,44.28,377.94,83.74,6.78,11.24,40.32,309.88,17.01,9.18,19.73,542026,188.76,9.36,1.02,3242.81,Steel
268,28.0,JTL Industries,72.04,48.91,45.66,24.97,-26.7,-33.13,8.4,139.01,1.43,24.75,3.09,1680177,126.0,57.42,2.32,2750.65,Steel
269,29.0,Goodluck India,814.5,56.45,664.31,41.19,-13.42,-7.74,46.32,1345.0,10.89,16.92,49.14,100806,864.49,36.72,2.17,2702.43,Steel
271,31.0,Pennar Industrie,193.4,39.66,851.6,30.46,9.24,43.84,73.61,227.7,7.12,23.25,8.32,406888,99.79,65.33,2.81,2611.33,Steel
273,33.0,Man Industries,331.7,46.21,476.23,68.15,12.28,-12.68,60.58,513.7,17.78,14.04,23.66,566388,433.52,18.67,1.33,2149.86,Steel
274,34.0,Welspun Special.,32.25,55.17,20.92,3.56,-23.29,-9.66,29.09,55.51,1.37,-537.5,-0.06,263103,32.25,-2644.5,4.92,2136.92,Steel
275,35.0,Vardhman Special,258.75,60.37,120.3,19.73,2.91,-18.33,29.21,345.25,4.24,22.7,11.39,210089,204.07,60.16,2.65,2113.08,Steel
276,36.0,Rajratan Global,409.55,65.14,237.49,15.2,-18.93,-29.93,-13.47,1409.9,2.83,35.37,11.58,57739,176.21,131.58,3.72,2079.83,Steel
277,37.0,Hi-Tech Pipes,93.99,43.98,326.99,19.15,-44.05,-23.41,19.57,210.85,6.53,28.74,3.85,2487630,67.86,73.29,2.55,1909.02,Steel
278,38.0,Rama Steel Tubes,11.0,47.96,95.83,5.55,-14.25,-13.98,33.96,17.55,0.21,74.72,0.15,35050630,5.34,363.89,4.87,1709.66,Steel
279,39.0,Mukand,117.5,74.7,1479.98,14.88,-6.97,-25.41,-1.79,212.8,11.75,18.04,6.51,418663,58.22,32.65,1.81,1697.24,Steel
281,41.0,MSP Steel & Pow.,28.25,35.24,737.22,8.22,-29.53,11.58,34.12,89.45,3.5,85.85,0.46,533535,9.45,235.23,2.74,1587.41,Steel
282,42.0,Salasar Techno,9.02,50.96,370.6,11.94,-45.17,-55.68,22.31,34.08,0.69,31.79,0.29,6277175,8.06,70.26,2.21,1557.54,Steel
284,44.0,Bharat Wire,198.55,41.35,124.64,14.88,-7.2,-26.03,45.05,401.9,10.3,18.49,10.77,357583,113.65,35.87,1.94,1360.61,Steel
286,46.0,BMW Industries,56.13,74.36,187.84,17.19,1.01,-8.84,27.24,86.0,9.5,16.58,3.4,806141,34.05,30.01,1.81,1263.41,Steel
287,47.0,Hariom Pipe,388.0,57.26,401.49,17.24,-31.9,-37.06,22.89,888.75,169.1,19.44,19.93,206089,875.58,40.82,2.1,1200.27,Steel
289,49.0,Steel Exchange,8.63,52.91,380.81,15.86,-14.82,-35.67,-15.6,26.36,0.91,25.83,0.34,2528110,6.68,40.55,1.57,1056.74,Steel
290,50.0,Beekay Steel Ind,546.0,71.5,238.6,22.49,-13.09,-10.59,5.91,845.0,37.65,8.51,64.14,2430,766.66,8.85,1.04,1041.34,Steel
291,51.0,Sat Industries,84.54,51.59,39.68,21.85,-21.8,-8.94,29.93,151.7,1.11,19.92,4.24,283096,67.21,28.29,1.42,956.58,Steel
294,54.0,Gandhi Spl. Tube,689.0,73.53,0.25,15.16,-10.58,-19.71,24.96,935.0,28.0,13.87,49.45,4393,1032.32,48.68,3.51,833.6,Steel
295,55.0,Kamdhenu,28.88,49.12,1.23,17.09,-39.75,-43.97,45.1,67.3,0.46,13.37,2.19,1296307,24.24,33.83,2.53,814.06,Steel
296,56.0,Suraj,404.0,75.0,50.97,6.84,-12.69,57.84,78.09,530.4,9.17,34.4,11.75,28145,121.05,195.74,5.69,742.18,Steel
297,57.0,Manaksia Coated,92.0,63.12,141.82,5.1,52.13,62.13,57.72,120.9,2.3,49.41,1.97,102806,42.68,162.06,3.28,728.85,Steel
299,59.0,Azad India,153.85,4.13,0.02,-0.23,-12.98,3.67,112.43,212.75,2.81,-1538.4999999999998,-0.1,9772,153.85,-13708.034999999998,8.91,524.78,Steel
300,60.0,Supershakti Met.,394.0,72.23,2.06,5.35,15.88,-34.33,1.39,839.0,187.75,34.93,11.28,300,179.05,60.43,1.73,454.1,Steel
301,61.0,Suraj Products,381.7,73.7,50.32,3.99,-27.9,-53.73,46.66,951.0,7.3,18.91,20.18,2477,448.46,58.24,3.08,435.14,Steel
302,62.0,Mahamaya Steel,265.0,73.41,33.59,1.09,17.41,126.83,56.5,505.55,19.0,128.6,2.2,16953,76.84,393.52,3.06,433.37,Steel
304,64.0,Manaksia Steels,63.0,74.75,132.58,2.32,1.45,-0.35,14.1,107.1,5.0,37.22,1.46,83961,26.21,51.36,1.38,412.8,Steel
305,65.0,Geekay Wires,77.4,58.42,102.4,9.62,-15.54,-23.67,78.8,147.8,6.2,10.45,7.41,141273,63.78,30.83,2.95,404.49,Steel
308,68.0,Rudra Global,36.98,72.88,127.84,1.58,-14.04,-6.17,57.86,75.0,6.41,22.74,1.71,100240,28.1,68.9,3.03,371.08,Steel
309,69.0,D P Wires,229.05,74.78,0.97,4.96,-40.5,-53.23,-4.87,681.45,36.01,12.66,18.06,79779,667.97,18.74,1.48,354.26,Steel
311,71.0,Oil Country,67.78,49.22,44.79,-10.54,22.86,70.27,103.42,144.7,2.85,-10.177177177177176,-6.66,43248,67.78,-14.248048048048046,1.4,323.57,Steel
313,73.0,Panchmahal Steel,151.9,74.37,41.67,1.66,-44.56,-34.51,0.84,400.0,10.9,37.2,4.08,138,64.55,66.96,1.8,289.83,Steel
314,74.0,Kritika Wires,10.34,63.32,51.23,3.4,-17.21,-51.68,35.24,24.5,2.07,27.18,0.38,273615,12.15,79.37,2.92,275.33,Steel
317,77.0,Scan Steels,38.9,48.76,98.41,2.8,-13.03,-46.43,-5.43,260.0,1.73,9.45,4.55,44352,75.93,5.2,0.55,227.97,Steel
318,78.0,India Steel,5.53,36.83,105.46,-3.43,8.86,56.21,20.38,35.45,0.19,-55.3,-0.1,259759,5.53,-367.745,6.65,220.14,Steel
319,79.0,Surani Steel Tub,130.0,30.84,0.0,1.17,-28.34,-67.9,40.17,734.6,17.35,67.89,2.62,51000,53.4,107.95,1.59,200.95,Steel
320,80.0,Shah Metacorp,3.2,30.87,17.75,3.81,-27.17,-16.05,0.53,13.07,0.68,19.57,0.55,1246336,12.36,22.51,1.15,190.04,Steel
321,81.0,Incredible Indus,38.3,74.96,30.17,3.03,-11.38,-3.91,21.17,206.7,11.7,18.12,2.09,9889,30.03,23.74,1.31,177.08,Steel
322,82.0,Sharda Ispat,327.95,74.97,26.64,3.13,-17.91,22.44,67.89,752.2,11.16,15.48,21.19,4751,398.89,46.59,3.01,166.6,Steel
323,83.0,Sarthak Metals,121.7,68.85,0.0,1.22,-17.44,-50.3,5.69,448.55,9.2,32.16,3.78,13617,92.95,44.7,1.39,166.58,Steel
324,84.0,Rajas. Tube Mfg,34.8,34.08,6.9,1.1,980.75,980.75,161.33,34.8,0.56,320.14,0.11,376271,1.52,5730.51,17.9,156.87,Steel
326,86.0,S.A.L Steel,18.18,50.56,125.0,-0.68,-25.71,-19.65,23.58,33.5,1.0,29.43,0.26,180255,3.52,100.36,3.41,154.21,Steel
327,87.0,Sh. Bajrang All.,170.3,63.97,72.16,6.81,-14.98,-42.78,-2.59,406.0,6.6,4.26,39.97,2441,485.7,2.09,0.49,153.27,Steel
328,88.0,Bansal Roofing,114.55,73.33,4.84,1.86,17.67,35.02,17.73,163.7,5.57,27.26,4.2,23034,73.77,124.31,4.56,151.02,Steel
329,89.0,Vaswani Industri,42.66,60.12,103.18,1.77,-10.71,24.21,29.21,73.9,1.47,13.79,3.21,57219,37.21,14.62,1.06,133.98,Steel
331,91.0,Prakash Steelage,6.84,33.55,3.98,0.68,-16.87,-23.3,6.42,24.38,0.05,70.32,2.06,596167,4.03,1043.55,14.84,119.53,Steel
332,92.0,KIC Metaliks,33.45,66.26,123.99,-2.7,-17.57,-34.82,-17.14,127.4,2.4,-39.352941176470594,-0.85,7818,33.45,-25.972941176470595,0.66,118.74,Steel
334,94.0,Hisar Met.Inds.,203.0,61.21,68.48,0.82,20.96,-1.87,20.3,251.9,10.74,28.37,7.15,4671,110.58,50.21,1.77,109.48,Steel
335,95.0,Kanishk Steel,38.2,67.46,39.17,9.02,6.97,20.31,3.3,797.58,3.65,16.9,2.26,9942,30.84,18.59,1.1,108.64,Steel
339,99.0,Garg Furnace,187.0,53.41,1.45,2.05,-39.65,-36.5,82.93,441.2,6.65,14.09,14.92,8895,256.17,22.68,1.61,101.14,Steel
340,100.0,Remi Edelstahl,87.81,74.69,14.96,0.42,-6.64,-6.13,31.07,130.01,8.1,36.12,2.43,3598,52.86,75.85,2.1,96.44,Steel
342,102.0,Dhatre Udyog,8.6,64.23,0.0,0.4,-32.12,-59.13,105.57,31.73,0.69,18.74,0.46,94790,4.87,24.92,1.33,93.7,Steel
343,103.0,Riddhi Steel,105.0,73.58,122.3,3.37,-18.29,105.88,45.7,168.3,6.6,15.24,6.89,16500,69.49,21.95,1.44,87.05,Steel
344,104.0,Ahlada Engineers,66.7,49.3,40.39,0.35,-30.62,-47.0,-12.44,248.0,36.3,9.27,7.2,16106,88.71,5.84,0.63,86.19,Steel
349,109.0,Rathi Bars,36.12,64.01,66.09,0.89,-10.81,-13.3,9.98,59.79,1.98,15.98,2.26,4754,32.51,9.91,0.62,58.98,Steel
351,111.0,Metal Coatings,73.0,70.48,0.0,-0.53,-18.02,-16.88,7.23,119.0,4.77,26.88,2.72,1560,38.21,34.94,1.3,53.49,Steel
354,114.0,Unison Metals,24.02,51.61,65.98,0.38,-1.88,7.18,-7.65,85.25,4.32,3.16,4.03,22177,40.93,6.51,2.06,37.92,Steel
357,117.0,Bombay Wire,62.01,63.62,0.0,-0.92,7.38,-2.64,4.88,105.2,1.5,-25.31020408163265,-2.45,1291,62.01,-107.31526530612244,4.24,33.11,Steel
358,118.0,Natl. Gen. Inds.,54.0,65.62,0.95,0.2,-11.02,-32.18,-48.7,839.85,22.7,23.51,2.3,553,34.67,19.51,0.83,29.86,Steel
359,119.0,Rish.Digh.Steel,50.93,74.31,0.04,-0.75,27.64,91.83,29.5,132.85,0.0,2.44,20.83,2,74.58,3.73,1.53,27.94,Steel
362,122.0,Modern Steels,16.07,65.53,0.21,-0.02,-19.25,-28.0,-9.18,62.8,2.72,25.13,0.64,2926,7.18,41.72,1.66,22.12,Steel
365,125.0,Umiya Tubes,14.11,28.63,1.6,-0.08,-38.25,118.76,16.08,114.75,5.47,-3.752659574468085,-3.76,55611,14.11,-7.655425531914894,2.04,18.28,Steel
366,126.0,Ashiana Ispat,21.53,41.59,92.78,-3.44,-50.97,-49.39,-0.03,62.65,4.84,-3.5943238731218696,-5.99,94,21.53,-1.65338898163606,0.46,17.14,Steel
367,127.0,Sh. Steel Wire,33.09,30.77,0.0,-0.03,-21.94,-18.28,13.8,50.8,3.17,-1103.0000000000002,-0.03,1109,33.09,-893.4300000000003,0.81,10.95,Steel
368,128.0,Aanchal Ispat,5.08,31.64,83.94,-0.21,-10.25,-17.8,-30.14,28.55,3.26,12.31,0.41,0,5.13,7.88,0.64,10.59,Steel
369,129.0,T N Steel Tubes,14.75,13.61,3.23,0.02,-32.15,29.96,13.38,57.65,7.25,21.0,0.7,0,10.27,16.59,0.79,7.56,Steel
370,130.0,Aditya Ispat,9.79,24.32,26.62,0.86,-8.08,-9.1,-2.24,21.05,1.6,-2.052410901467505,-4.77,296,9.79,-1.4366876310272536,0.7,5.23,Steel
373,133.0,Arcee Industries,6.75,24.58,0.22,-0.05,8.87,10.47,2.6,13.74,1.2,-6.428571428571428,-1.05,235,6.75,-6.557142857142857,1.02,3.47,Steel
375,1.0,Supreme Inds.,3683.9,48.85,75.8,293.94,-18.96,-33.52,24.68,6482.4,18.44,48.7,75.64,353231,1726.34,402.26,8.26,46794.14,Plastic Products
376,2.0,Astral,1358.9,54.1,197.8,112.6,-21.46,-40.18,1.13,2454.0,1.36,69.88,19.58,582229,449.76,756.8,10.83,36483.06,Plastic Products
377,3.0,Finolex Inds.,191.55,52.47,369.0,94.02,-27.59,-35.16,10.41,355.9,5.0,24.88,12.9,1030589,165.74,43.54,1.75,11872.17,Plastic Products
378,4.0,Safari Inds.,2294.45,45.41,124.81,37.59,-2.49,12.21,70.78,2837.2,1.14,78.53,29.21,21485,748.0,924.3,11.77,11214.79,Plastic Products
379,5.0,Time Technoplast,358.1,51.62,789.17,102.38,-7.58,24.82,56.03,513.55,19.1,21.88,16.34,1057643,271.95,66.3,3.03,8113.89,Plastic Products
380,6.0,Shaily Engineer.,1662.3,43.72,188.22,28.59,47.36,153.45,67.08,1998.95,7.14,81.97,20.26,83339,216.66,1143.48,13.95,7633.61,Plastic Products
381,7.0,V I P Inds.,380.9,51.73,751.1,-27.36,-18.28,-25.26,-13.91,774.6,6.01,-78.69834710743801,-4.84,2061029,380.9,-690.9714876033057,8.78,5394.78,Plastic Products
382,8.0,Responsive Ind,186.35,58.57,256.24,54.25,-28.15,-35.84,9.66,364.95,0.11,25.01,7.46,95101,136.66,92.29,3.69,4975.11,Plastic Products
383,9.0,Jain Irrigation,57.0,26.02,3998.71,27.86,-11.74,-16.94,17.64,251.97,3.05,151.58,0.5,4060019,18.28,103.07,0.68,3894.06,Plastic Products
384,10.0,Kingfa Science,3187.8,74.99,45.76,34.63,10.58,60.88,49.26,3954.05,10.81,26.73,119.33,10752,1107.21,158.24,5.92,3863.11,Plastic Products
385,11.0,SJS Enterprises,1094.8,21.61,37.17,33.73,-5.84,78.06,40.84,1347.0,339.5,29.09,37.61,109012,842.37,147.49,5.07,3427.67,Plastic Products
386,12.0,Prince Pipes,286.15,60.94,173.51,-20.42,-35.52,-56.81,-24.12,897.0,75.0,43.03,6.66,285867,140.35,86.49,2.01,3167.05,Plastic Products
387,13.0,Nilkamal Ltd,1743.0,64.54,530.7,34.23,-6.24,-6.97,-2.38,3180.0,42.0,24.41,71.32,4108,905.68,42.72,1.75,2598.5,Plastic Products
388,14.0,Jai Corp,106.08,73.92,0.0,12.36,-64.58,-64.81,-5.07,1450.0,4.1,28.27,3.74,671640,47.92,39.01,1.38,1890.18,Plastic Products
389,15.0,Apollo Pipes,395.1,46.84,60.52,9.49,-18.89,-37.0,-9.49,798.85,0.63,58.93,7.0,81084,220.35,127.29,2.16,1816.14,Plastic Products
390,16.0,R M Drip & Sprin,544.9,17.78,25.56,20.47,74.09,348.11,210.8,545.0,12.75,56.88,9.58,12250,70.21,968.67,17.03,1361.16,Plastic Products
392,18.0,Prakash Pipes,429.5,44.41,58.01,23.11,-13.74,15.29,33.05,667.95,21.4,10.46,41.04,71992,782.24,26.15,2.5,1026.81,Plastic Products
393,19.0,Cool Caps,799.7,67.44,146.98,6.88,6.65,89.95,114.66,931.0,34.15,77.23,10.35,15250,256.71,1302.1,16.86,924.45,Plastic Products
394,20.0,Arrow Greentech,598.55,64.81,0.99,12.83,-30.62,14.2,79.04,1099.0,5.29,14.83,40.96,6890,494.29,81.57,5.5,913.94,Plastic Products
395,21.0,Premier Polyfilm,60.0,67.6,0.0,6.67,-3.75,58.72,47.36,85.57,0.97,23.15,2.59,114873,23.38,136.35,5.89,627.6,Plastic Products
396,22.0,Kriti Industries,120.89,67.74,139.17,-10.89,-25.96,5.4,5.82,270.0,1.3,205.62,0.6,20259,27.48,620.97,3.02,614.79,Plastic Products
397,23.0,Wim Plast,480.45,55.99,0.0,13.49,-22.32,-8.93,8.05,1690.0,16.93,9.13,52.64,5410,551.67,10.32,1.13,576.7,Plastic Products
398,24.0,Kisan Mouldings,43.69,69.67,31.24,0.52,-17.38,-45.88,53.16,235.5,6.0,150.41,0.29,22001,6.33,382.04,2.54,521.94,Plastic Products
399,25.0,Captain Polyplas,84.0,69.37,66.76,5.12,27.87,53.45,67.42,128.0,4.89,25.63,5.44,35281,45.27,83.04,3.24,483.41,Plastic Products
400,26.0,Mahindra EPC,144.15,54.21,25.4,6.25,32.57,2.6,12.23,237.0,4.27,55.93,2.58,63329,35.72,130.88,2.34,403.26,Plastic Products
401,27.0,Pil Italica Life,15.61,50.09,9.47,1.07,15.88,35.83,18.45,20.2,0.11,70.1,0.22,114907,4.03,323.86,4.62,367.31,Plastic Products
402,28.0,Multibase India,289.0,75.0,0.0,2.38,-11.97,-0.41,13.33,779.0,10.29,25.08,11.52,6542,111.11,65.71,2.62,364.72,Plastic Products
403,29.0,Dhabriya Poly.,326.0,67.75,49.22,3.82,-15.6,18.61,53.86,520.0,12.84,21.12,15.44,5748,271.37,81.73,3.87,352.88,Plastic Products
404,30.0,Shish Industries,8.3,66.03,33.56,-0.39,-22.79,-45.21,18.88,17.21,0.34,52.76,0.23,111956,9.08,164.08,3.11,315.0,Plastic Products
406,32.0,OK Play India,10.0,48.36,116.33,-2.71,-10.47,-25.82,40.83,23.95,0.9,-333.33333333333337,-0.03,1044505,10.0,-636.6666666666667,1.91,302.28,Plastic Products
407,33.0,Avro India,187.45,54.07,21.93,1.04,29.54,46.13,16.07,230.52,8.29,72.25,3.32,42544,75.35,481.19,6.66,246.36,Plastic Products
409,35.0,Captain Pipes,15.31,64.4,15.77,5.24,4.43,-23.49,79.66,35.79,0.57,26.85,0.57,175148,15.304499999999999,143.38,5.34,235.23,Plastic Products
410,36.0,Bright Brothers,333.0,54.35,51.72,1.54,10.12,115.74,29.68,495.0,22.75,21.92,15.19,16676,220.05,53.27,2.43,189.15,Plastic Products
411,37.0,Caprihans India,127.5,54.75,757.35,-18.56,-16.83,-21.08,2.21,266.0,16.75,-3.2442748091603058,-39.3,885,127.5,-1.2328244274809161,0.38,186.46,Plastic Products
412,38.0,Texmo Pipes,63.45,44.24,56.87,4.48,-3.55,-20.67,-4.32,162.9,2.7,24.84,2.23,144591,54.84,22.36,0.9,185.36,Plastic Products
413,39.0,Prima Plastics,163.5,58.27,41.13,3.47,8.1,-6.41,22.84,315.0,4.5,10.79,15.15,15271,170.82,11.98,1.11,179.85,Plastic Products
415,41.0,National Plastic,263.7,66.24,53.95,2.28,-28.61,-35.93,51.42,528.3,4.78,17.63,14.95,77,281.5,59.94,3.4,160.29,Plastic Products
416,42.0,Mitsu Chem Plast,117.89,67.77,68.96,3.54,2.65,-22.52,-25.45,363.95,30.76,22.08,5.34,13285,151.6,36.43,1.65,160.07,Plastic Products
418,44.0,Rungta Irrigatn.,69.0,41.59,27.98,0.61,-9.17,3.02,76.92,133.95,3.31,22.1,3.12,3820,101.92,32.71,1.48,137.46,Plastic Products
419,45.0,G M Polyplast,95.9,73.54,4.09,3.62,-33.47,-50.82,53.39,240.9,0.0,22.97,4.18,0,86.83,83.84,3.65,129.08,Plastic Products
420,46.0,Tokyo Plast Intl,134.75,66.87,18.07,0.08,9.16,23.94,13.22,169.6,4.45,128.01,1.05,21041,38.07,279.06,2.18,128.01,Plastic Products
421,47.0,Deep Polymers,52.0,64.6,33.1,1.38,-25.94,-42.81,-37.59,458.57,20.15,21.06,2.47,61921,34.93,30.96,1.47,125.74,Plastic Products
422,48.0,Beardsell,30.47,54.54,28.77,2.44,-23.54,-31.45,26.51,96.8,5.41,13.84,2.2,1161806,23.12,21.73,1.57,120.16,Plastic Products
423,49.0,KKalpana Inds.,11.82,75.0,26.96,0.01,-31.76,17.96,-28.95,47.95,1.72,91.9,0.13,75659,2.27,282.13,3.07,111.19,Plastic Products
